Year,Event with year,Place,Artist,Place of birth,M/F/CO,P/C,Combination,Latitude,Longitude
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Goldi e Chiari ,Italy,F,C,FC,41.8719,12.5674
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Micol Assael ,Italy,F,C,FC,41.8719,12.5674
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Roberto Cuoghi ,Italy,M,C,MC,41.8719,12.5674
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Damian Ortega ,Mexico,M,P,MP,23.6345,-102.5528
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Safaa Erruas ,Morocco,F,P,FP,31.7917,-7.0926
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Erik van Lieshout ,Netherlands,M,C,MC,52.1326,5.2913
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Katja Mater ,Netherlands,F,C,FC,52.1326,5.2913
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Marcel van Eeden ,Netherlands,M,C,MC,52.1326,5.2913
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Mark Manders ,Netherlands,M,C,MC,52.1326,5.2913
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Aneta Grzeszykowska ,Poland,F,P,FP,51.9194,19.1451
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Dorota Jurczak ,Poland,F,P,FP,51.9194,19.1451
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Pawel Althamer ,Poland,M,P,MP,51.9194,19.1451
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Robert Kusmirowski ,Poland,M,P,MP,51.9194,19.1451
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Tadeusz Kantor ,Poland,M,P,MP,51.9194,19.1451
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Jorge Queiroz ,Portugal,M,C,MC,39.3999,-8.2245
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Mircea Cantor ,Romania,M,P,MP,45.9432,24.9668
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Viktor Alimpiev,Russia,M,P,MP,61.524,105.3188
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Jan Mancuska ,Slovakia,M,P,MP,48.669,19.699
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Klara Liden ,Sweden,F,C,FC,60.1282,18.6435
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Nathalie Djurberg ,Sweden,F,C,FC,60.1282,18.6435
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Sofia Hulten ,Sweden,F,C,FC,60.1282,18.6435
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Cathy Wilkes ,UK,F,C,FC,55.3781,-3.436
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Gillian Wearing ,UK,M,C,MC,55.3781,-3.436
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Ian Kiaer ,UK,M,C,MC,55.3781,-3.436
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Jeremy Deller ,UK,M,C,MC,55.3781,-3.436
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Martin Creed ,UK,M,C,MC,55.3781,-3.436
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Saul Fletcher ,UK,M,C,MC,55.3781,-3.436
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Susan Philipsz ,UK,F,C,FC,55.3781,-3.436
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Tacita Dean ,UK,F,C,FC,55.3781,-3.436
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Aida Ruilova,USA,F,C,FC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Anthony Burdin ,USA,M,C,MC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Benjamin Cottam ,USA,M,C,MC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Bruce Conner ,USA,M,C,MC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Bruce Nauman ,USA,M,C,MC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Christopher Knowles ,USA,M,C,MC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Corey McCorkle ,USA,M,C,MC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Francesca Woodman ,USA,F,C,FC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Larry Sultan ,USA,M,C,MC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Matthew Monahan ,USA,M,C,MC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Mike Bouchet ,USA,M,C,MC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Mike Mandel ,USA,M,C,MC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Paul McCarthy ,USA,M,C,MC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Rachel Harrison ,USA,F,C,FC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Reynold Reynolds ,USA,M,C,MC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Roger Ballen ,USA,M,C,MC,37.0902,-95.7129
2006,Berlin Biennial for Contemporary Art 2006,Berlin,Trisha Donnelly ,USA,F,C,FC,37.0902,-95.7129
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Luciana Lamothe ,Argentina,F,P,FP,-38.4161,-63.6167
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Harald Thys ,Belgium,M,C,MC,50.5039,4.4699
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Jos de Gruyter,Belgium,M,C,MC,50.5039,4.4699
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Zhao Liang ,China,M,P,MP,35.8617,104.1954
2008,Berlin Biennial for Contemporary Art 2008,Berlin,David Maljkovic ,Croatia,M,P,MP,45.1,15.2
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Haris Epaminonda ,Cyprus,M,P,MP,35.1264,33.4299
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Katerina Seda ,Czech Republic,F,P,FP,49.8175,15.473
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Babette Mangolte ,France,F,C,FC,46.2276,2.2137
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Cyprien Gaillard ,France,M,C,MC,46.2276,2.2137
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Lili Reynaud Dewar ,France,F,C,FC,46.2276,2.2137
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Marc Camille Chaimowicz ,France,M,C,MC,46.2276,2.2137
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Michel Auder ,France,M,C,MC,46.2276,2.2137
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Thea Djordjadze ,Georgia,M,P,MP,42.3154,43.3569
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Daniel Gustav Cramer ,Germany,M,C,MC,51.1657,10.4515
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Stefan Thater ,Germany,M,C,MC,51.1657,10.4515
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Susanne Kriemann ,Germany,F,C,FC,51.1657,10.4515
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Susanne M. Winterling ,Germany,F,C,FC,51.1657,10.4515
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Ulrike Mohr ,Germany,F,C,FC,51.1657,10.4515
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Nairy Baghramian ,Iran,F,P,FP,32.4279,53.688
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Aleana Egan,Ireland ,F,C,FC,53.1424,-7.6921
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Jacob Mishori ,Israel,M,P,MP,31.0461,34.8516
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Ettore Sottsass ,Italy,M,C,MC,41.8719,12.5674
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Giulia Piscitelli ,Italy,F,C,FC,41.8719,12.5674
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Paola Pivi ,Italy,F,C,FC,41.8719,12.5674
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Kohei Yoshiyuki ,Japan,M,P,MP,36.2048,138.2529
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Daniel Guzman ,Mexico,M,P,MP,23.6345,-102.5528
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Gabriel Kuri ,Mexico,M,P,MP,23.6345,-102.5528
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Manon de Boer ,Netherlands,F,C,FC,52.1326,5.2913
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Melvin Moti ,Netherlands,M,C,MC,52.1326,5.2913
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Lars Laumann ,Norway,M,C,MC,60.472,8.4689
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Pushwagner ,Norway,M,C,MC,60.472,8.4689
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Anna Molska ,Poland,F,P,FP,51.9194,19.1451
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Cezary Bodzianowski ,Poland,M,P,MP,51.9194,19.1451
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Goshka Macuga ,Poland,F,P,FP,51.9194,19.1451
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Paulina Olowska ,Poland,F,P,FP,51.9194,19.1451
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Piotr Uklanski ,Poland,M,P,MP,51.9194,19.1451
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Zofia Stryjenska ,Poland,F,P,FP,51.9194,19.1451
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Pedro Barateiro ,Portugal,M,C,MC,39.3999,-8.2245
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Daniel Knorr ,Romania,M,P,MP,45.9432,24.9668
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Florin Tudor,Romania,M,P,MP,45.9432,24.9668
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Mona Vatamanu,Romania,F,P,FP,45.9432,24.9668
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Sung-Hwan Kim ,South Korea,M,P,MP,35.9078,127.7669
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Janette Laverriere ,Switzerland,F,C,FC,46.8182,8.2275
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Kilian Ruthemann ,Switzerland,M,C,MC,46.8182,8.2275
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Pamela Rosenkranz ,Switzerland,F,C,FC,46.8182,8.2275
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Ahmet Ogut,Turkey,M,P,MP,38.9637,35.2433
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Caner Aslan ,Turkey,M,P,MP,38.9637,35.2433
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Masist Gul ,Turkey,M,P,MP,38.9637,35.2433
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Lucy Skaer ,UK,F,C,FC,55.3781,-3.436
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Rosalind Nashashibi ,UK,F,C,FC,55.3781,-3.436
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Tris Vonna-Michell ,UK,M,C,MC,55.3781,-3.436
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Paul Sietsema ,USA,M,C,MC,37.0902,-95.7129
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Susan Hiller ,USA,F,C,FC,37.0902,-95.7129
2008,Berlin Biennial for Contemporary Art 2008,Berlin,Patricia Esquivias ,Venezuela,F,P,FP,6.4238,-66.5897
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Armando Lulaj ,Albania,M,P,MP,41.1533,20.1683
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Pleurad Xhafa ,Albania,M,P,MP,41.1533,20.1683
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Sokol Peci ,Albania,M,P,MP,41.1533,20.1683
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Mohamed Bourouissa ,Algeria,M,P,MP,28.0339,1.6596
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Friedl Kubelka ,Austria,M,C,MC,47.5162,14.5501
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Hans Schabus ,Austria,M,C,MC,47.5162,14.5501
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Marlene Haring ,Austria,F,C,FC,47.5162,14.5501
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Henrik Olesen ,Denmark,M,C,MC,56.2639,9.5018
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Bernard Bazile ,France,M,C,MC,46.2276,2.2137
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Marie Voignier ,France,F,C,FC,46.2276,2.2137
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Adolph Menzel,Germany,M,C,MC,51.1657,10.4515
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Adrian Lohmuller,Germany,M,C,MC,51.1657,10.4515
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Anna Witt ,Germany,F,C,FC,51.1657,10.4515
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Marion von Osten ,Germany,F,C,FC,51.1657,10.4515
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Michael Schmidt ,Germany,M,C,MC,51.1657,10.4515
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Sebastian Stumpf ,Germany,M,C,MC,51.1657,10.4515
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Thomas Judin ,Germany,M,C,MC,51.1657,10.4515
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Thomas Locher ,Germany,M,C,MC,51.1657,10.4515
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Avi Mograbi ,Israel,M,P,MP,31.0461,34.8516
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Nir Evron ,Israel,M,P,MP,31.0461,34.8516
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Ruti Sela ,Israel,F,P,FP,31.0461,34.8516
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Minerva Cuevas ,Mexico,F,P,FP,23.6345,-102.5528
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Renzo Martens ,Netherlands,M,C,MC,52.1326,5.2913
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Vincent Vulsma ,Netherlands,M,C,MC,52.1326,5.2913
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Michael Stevenson ,New Zealand,M,P,MP,-40.9006,174.886
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Ion Grigorescu ,Romania,M,P,MP,45.9432,24.9668
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Andrey Kuzkin,Russia,M,P,MP,61.524,105.3188
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Olga Chernysheva ,Russia,F,P,FP,61.524,105.3188
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Roman Ondak ,Slovakia,M,P,MP,48.669,19.699
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Sven-Ake Johansson ,Sweden,M,C,MC,60.1282,18.6435
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Marcus Geiger ,Switzerland,M,C,MC,46.8182,8.2275
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Ferhat Ozgur ,Turkey,M,P,MP,38.9637,35.2433
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Nilbar Gures ,Turkey,F,P,FP,38.9637,35.2433
2010,Berlin Biennial for Contemporary Art 2010,Berlin,John Smith ,UK,M,C,MC,55.3781,-3.436
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Phil Collins ,UK,M,C,MC,55.3781,-3.436
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Cameron Jamie ,USA,M,C,MC,37.0902,-95.7129
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Gedi Sibony ,USA,M,C,MC,37.0902,-95.7129
2010,Berlin Biennial for Contemporary Art 2010,Berlin,George Kuchar ,USA,M,C,MC,37.0902,-95.7129
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Margaret Salmon ,USA,F,C,FC,37.0902,-95.7129
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Mark Boulos ,USA,M,C,MC,37.0902,-95.7129
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Shannon Ebner ,USA,F,C,FC,37.0902,-95.7129
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Danh Vo ,Vietnam,M,P,MP,14.0583,108.2772
2010,Berlin Biennial for Contemporary Art 2010,Berlin,Ron Tran ,Vietnam,M,P,MP,14.0583,108.2772
2012,Berlin Biennial for Contemporary Art 2012,Berlin,David Rych ,Austria,M,C,MC,47.5162,14.5501
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Marina Naprushkina ,Belarus,F,P,FP,53.7098,27.9534
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Nada Prlja ,Bosnia and Herzegovina,F,P,FP,43.9159,17.6791
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Antanas Mockus ,Brazil,M,P,MP,-14.235,-51.9253
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Pixadores  ,Brazil,M,P,MP,-14.235,-51.9253
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Bonaventure Soh Bejeng Ndikung ,Cameroon,M,P,MP,7.3697,12.3547
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Martin Zet ,Czech Republic,M,P,MP,49.8175,15.473
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Olafur Eliasson ,Denmark,M,C,MC,56.2639,9.5018
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Solvej Helweg Ovesen  ,Denmark,F,C,FC,56.2639,9.5018
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Mobinil  ,Egypt,CO,P,COP,26.8206,30.8025
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Mosireen  ,Egypt,CO,P,COP,26.8206,30.8025
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Andreas Kaernbach,Germany,M,C,MC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Anita Staud  ,Germany,F,C,FC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Anke Wessermann  ,Germany,F,C,FC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Anna Baranowski  ,Germany,F,C,FC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Bernd Langer  ,Germany,M,C,MC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,BRIMBORIA Institut  ,Germany,CO,C,COC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,BUREAU Mario Lombardo,Germany,M,C,MC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Center for Political Beauty  ,Germany,CO,C,COC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Charlotte Bank  ,Germany,F,C,FC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Filmpiraten  ,Germany,CO,C,COC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Guido Brendgens  ,Germany,M,C,MC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Hermann Joachim Pagels ,Germany,M,C,MC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Institute for Human Activities,Germany,CO,C,COC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Kartenrecht  ,Germany,M,C,MC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Luise Schroder ,Germany,F,C,FC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Manfred Frey  ,Germany,M,C,MC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Pit Schultz ,Germany,M,C,MC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Ulrich Thomale  ,Germany,M,C,MC,51.1657,10.4515
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Zafeiris Haitidis,Greece,M,P,MP,39.0742,21.8243
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Kretakor  ,Hungary,CO,P,COP,47.1625,19.5033
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Timea Junghaus  ,Hungary,F,P,FP,47.1625,19.5033
2012,Berlin Biennial for Contemporary Art 2012,Berlin,David Reeb ,Israel,M,P,MP,31.0461,34.8516
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Public Movement,Israel,CO,P,COP,31.0461,34.8516
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Yael Bartana ,Israel,F,P,FP,31.0461,34.8516
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Toleen Touq  ,Jordan,F,P,FP,30.5852,36.2384
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Teresa Margolles ,Mexico,F,P,FP,23.6345,-102.5528
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Jonas Staal ,Netherlands,M,C,MC,52.1326,5.2913
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Khaled Hourani ,Palestinian territories,M,P,MP,31.9522,35.2332
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Khaled Jarrar ,Palestinian territories,M,P,MP,31.9522,35.2332
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Artur Zmijewski ,Poland,M,P,MP,51.9194,19.1451
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Jewish Renaissance Movement in Poland  ,Poland,CO,P,COP,51.9194,19.1451
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Joanna Rajkowska ,Poland,F,P,FP,51.9194,19.1451
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Joanna Swierszczynska  ,Poland,F,P,FP,51.9194,19.1451
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Jozefina Chetko  ,Poland,F,P,FP,51.9194,19.1451
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Ludwig Peter Kowalski  ,Poland,M,P,MP,51.9194,19.1451
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Lukasz Konopa  ,Poland,M,P,MP,51.9194,19.1451
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Lukasz Surowiec ,Poland,M,P,MP,51.9194,19.1451
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Michal Gorczynski  ,Poland,M,P,MP,51.9194,19.1451
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Miroslaw Patecki ,Poland,M,P,MP,51.9194,19.1451
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Pawel Althamer ,Poland,M,P,MP,51.9194,19.1451
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Wojtek Zralek-Kossakowski  ,Poland,M,P,MP,51.9194,19.1451
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Stefan Rusu ,Romania,M,P,MP,45.9432,24.9668
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Anna Jermolaewa ,Russia,F,P,FP,61.524,105.3188
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Joseph Beuys Theatre  ,Russia,CO,P,COP,61.524,105.3188
2012,Berlin Biennial for Contemporary Art 2012,Berlin,VOINA,Russia,CO,P,COP,61.524,105.3188
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Tomas Rafa ,Slovakia,M,P,MP,48.669,19.699
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Indignados,Spain,CO,C,COC,40.4637,-3.7492
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Burak Arikan ,Turkey,M,P,MP,38.9637,35.2433
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Alevtina Kakhidze,Ukraine,F,P,FP,48.3794,31.1656
2012,Berlin Biennial for Contemporary Art 2012,Berlin,FEMEN  ,Ukraine,F,P,FP,48.3794,31.1656
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Oleksiy Radynski  ,Ukraine,M,P,MP,48.3794,31.1656
2012,Berlin Biennial for Contemporary Art 2012,Berlin,Oscar Gardea  ,USA,M,C,MC,37.0902,-95.7129
2014,Berlin Biennial for Contemporary Art 2014,Berlin,Anri Sala ,Albania,M,P,MP,41.1533,20.1683
2014,Berlin Biennial for Contemporary Art 2014,Berlin,Carla Zaccagnini ,Argentina,F,P,FP,-38.4161,-63.6167
2014,Berlin Biennial for Contemporary Art 2014,Berlin,Irene Kopelman ,Argentina,F,P,FP,-38.4161,-63.6167
2014,Berlin Biennial for Contemporary Art 2014,Berlin,Agatha Gothe-Snape,Australia,F,P,FP,-25.2744,133.7751
2014,Berlin Biennial for Contemporary Art 2014,Berlin,Gordon Bennett ,Australia,M,P,MP,-25.2744,133.7751
2014,Berlin Biennial for Contemporary Art 2014,Berlin,Ganesh Haloi ,Bangladesh,M,P,MP,23.685,90.3563
2014,Berlin Biennial for Contemporary Art 2014,Berlin,Carsten Holler ,Belgium,M,C,MC,50.5039,4.4699
2014,Berlin Biennial for Contemporary Art 2014,Berlin,Jimmy Robert ,Belgium,M,C,MC,50.5039,4.4699
2014,Berlin Biennial for Contemporary Art 2014,Berlin,Judy Radul ,Canada,F,P,FP,56.1304,-106.3468
2014,Berlin Biennial for Contemporary Art 2014,Berlin,Li Xiaofei ,China,M,P,MP,35.8617,104.1954
2014,Berlin Biennial for Contemporary Art 2014,Berlin,Alberto Baraya,Colombia,M,P,MP,4.5709,-74.2973
2014,Berlin Biennial for Contemporary Art 2014,Berlin,Beatriz Gonzalez ,Colombia,F,P,FP,4.5709,-74.2973
2014,Berlin Biennial for Contemporary Art 2014,Berlin,Tonel ,Cuba,M,P,MP,21.5218,-77.7812
2014,Berlin Biennial for Contemporary Art 2014,Berlin,Christodoulos Panayiotou ,Cyprus,M,P,MP,35.1264,33.4299
